REF_DATE,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1913,10,16,1595,3738000,5792000,2344000,61591
1913,11,33,1000,400,900,400,13
1913,12,18,1665,15000,24000,9000,270
1913,16,0,11400,9100,2000,800,50
1913,18,0,3570,607000,414600,170000,5684
1913,19,24,1400,5694000,10036000,4062000,136672
1913,0,27,1500,2400,4000,1600,65
1913,2,30,1275,1400,2700,1100,42
1913,5,0,3000,3000,300,100,8
1913,8,23,1970,6300,7800,3200,148
1913,10,24,1300,94750,180000,72850,2273
1913,11,60,1000,50,100,50,3
1913,18,1,4000,308000,190000,77000,3658
1913,19,37,1320,17100,32000,12950,628
1913,0,35,1370,49300,89000,36000,1743
1913,1,85,1325,2650,5000,2000,224
1913,2,34,1255,55750,110000,44500,1920
1913,4,39,2040,14900,18000,7300,586
1913,5,0,16740,231000,34000,13800,1326
1913,6,72,835,250,800,300,18
1913,8,32,1430,58500,101000,40900,1892
1913,10,31,1140,601800,1303000,527300,18732
1913,11,72,1165,12250,26000,10500,888
1913,12,41,1000,4000,10000,4000,165
1913,18,1,3030,3697000,3017000,1221000,49206
1913,19,44,1220,28700,58000,23500,1275
1913,0,14,1695,227000,332000,134000,3126
1913,5,0,1667,10000,1600,600,88
1913,6,37,705,395700,1386000,561000,14800
1913,8,19,2000,1600,2000,800,31
1913,10,16,1580,1760000,2755000,1115000,28528
1913,11,30,1000,200,400,200,6
1913,12,14,2000,2000,3000,1000,27
1913,18,0,3570,107000,63600,30000,897
1913,19,24,1430,3308000,5720000,2315000,77805
1914,0,23,1460,105000,178000,72000,2451
1914,5,0,6670,2000,800,300,6
1914,6,41,490,15600,80000,32000,645
1914,8,23,2145,1500,1800,700,34
1914,10,27,1445,880000,1502000,608000,23972
1914,11,60,1000,200,500,200,12
1914,12,26,1285,9000,16400,7000,238
1914,16,0,12500,500,100,40,3
1914,18,0,3810,305000,187400,80000,2891
1914,19,34,1415,785000,1371100,555000,26403
1914,0,42,1910,2100,2600,1100,89
1914,1,0,0,0,0,0,0
1914,5,0,15000,3000,400,200,18
1914,8,50,2945,2800,2400,950,140
1914,10,40,2135,48900,56700,22900,1966
1914,11,54,1835,1100,1400,600,59
1914,12,0,0,0,0,0,0
1914,18,1,5150,345000,166500,67000,5851
1914,19,45,1960,10000,12500,5100,453
1914,0,27,1305,788800,1495600,604500,21557
1914,1,85,1225,21650,43800,17700,1844
1914,2,33,1310,187800,354400,143400,6213
1914,4,28,3410,354100,256000,103900,9808
1914,5,0,22980,2950000,317000,128350,15950
1914,6,40,415,182250,1084000,438450,7368
1914,8,32,1785,334350,463300,187550,10759
1914,10,31,1185,4828100,10061500,4072400,151811
1914,11,54,1100,91450,205600,83300,4895
1914,12,33,1130,51200,111300,45300,1679
1914,16,0,19900,98500,12100,4940,651
1914,18,1,2900,9506000,8087200,3281000,149091
1914,19,36,1055,4389200,10293900,4165600,158236
1914,0,25,1130,214000,468000,189000,5405
1914,5,0,12260,65000,13000,5300,547
1914,6,43,540,8600,40000,16000,372
1914,8,23,1000,600,1500,600,14
1914,10,31,915,493000,1331000,539000,15336
1914,11,0,0,0,0,0,0
1914,12,30,1500,3000,5000,2000,90
1914,18,1,2730,191000,166500,70000,1952
1914,19,37,990,1051000,2616000,1059000,38963
1914,0,38,1590,7000,11000,4400,265
1914,8,30,2085,10850,12700,5200,324
1914,10,35,1380,270600,484800,196200,9585
1914,18,1,3650,1896000,1281000,519000,28240
1914,19,41,1550,35500,56600,22900,1473
1914,0,52,1475,1400,2400,950,73
1914,1,113,1500,150,300,100,17
1914,2,28,1420,36700,63800,25800,1028
1914,5,0,9000,0,100,50,3
1914,8,32,1500,600,1000,400,19
1914,10,38,1235,100050,200000,80950,3828
1914,11,56,1250,250,500,200,14
1914,12,0,0,0,0,0,0
1914,18,1,3050,705000,571000,231000,9689
1914,19,48,1245,6350,12600,5100,304
1914,0,39,1540,3000,4800,1950,116
1914,1,110,1665,500,800,300,55
1914,2,33,1395,5650,10000,4050,186
1914,5,0,20000,4000,500,200,24
1914,8,35,1845,2950,3900,1600,103
1914,10,40,1295,53400,101800,41200,2111
1914,11,90,1000,100,200,100,9
1914,12,50,1000,100,300,100,5
1914,18,1,4230,888000,518000,210000,14196
1914,19,46,1475,7150,12000,4850,328
1914,0,29,1630,304500,461000,186600,8952
1914,1,82,1210,18600,38000,15400,1532
1914,2,32,1260,89650,176000,71200,2883
1914,4,27,3515,341000,239000,97000,9253
1914,5,0,24560,2653000,267000,108000,13801
1914,6,67,1000,2150,5300,2150,143
1914,8,31,1850,257400,344000,139200,7945
1914,10,32,1335,1533000,2840000,1149300,48706
1914,11,48,1075,77950,179000,72450,3780
1914,12,33,1080,34100,78000,31600,1140
1914,16,0,20000,98000,12000,4900,648
1914,18,1,2600,3405000,3232000,1308000,55971
1914,19,40,1425,480800,834400,337300,19051
1914,21,39,1265,54800,107000,43300,2153
1914,22,40,1450,426000,1310066,0,16898
1914,0,24,1125,426000,936000,378000,10307
1914,5,0,11410,73000,15700,6400,577
1914,6,40,415,179900,1078000,436000,7209
1914,8,23,1285,2700,5200,2100,63
1914,10,29,1075,2326000,5353000,2167000,67125
1914,11,60,1000,200,500,200,12
1914,12,28,1300,13000,24000,10000,364
1914,16,0,12500,500,100,40,3
1914,18,0,3390,611000,425700,180000,5752
1914,19,35,1015,3836000,9335400,3778000,135922
1914,0,29,1735,2600,3800,1500,76
1914,2,32,1760,1850,2600,1050,60
1914,5,0,2000,2000,300,100,10
1914,8,28,2280,7300,7900,3200,202
1914,10,31,1580,117150,183000,74050,3646
1914,11,60,2000,100,100,50,6
1914,18,1,3880,303000,192000,78000,4355
1914,19,38,1700,22000,32000,12950,841
1914,0,40,1430,49200,85000,34400,1944
1914,1,100,1265,2400,4700,1900,240
1914,2,38,1305,53950,102000,41300,2056
1914,4,42,1900,13100,17000,6900,555
1914,5,0,16040,215000,33000,13400,1517
1914,6,80,665,200,700,300,16
1914,8,38,1510,60600,99000,40100,2287
1914,10,38,1210,649600,1327000,537000,24429
1914,11,86,1210,11750,24000,9700,1015
1914,12,43,1110,4000,9000,3600,170
1914,18,1,2690,3249000,2982000,1207000,53277
1914,19,50,1205,26900,55000,22300,1337
1914,0,23,915,107000,290000,117000,2451
1914,5,0,750,6000,1900,800,24
1914,6,40,400,155700,958000,388000,6192
1914,8,25,750,600,1900,800,15
1914,10,29,935,953000,2520000,1020000,27817
1914,11,0,0,0,0,0,0
1914,12,36,1000,1000,2600,1000,36
1914,18,0,3830,115000,71800,30000,909
1914,19,35,925,2000000,5348300,2164000,70556
1915,0,20,1740,214000,304000,123000,4340
1915,5,0,6670,2000,700,300,15
1915,6,57,895,17000,48000,19000,967
1915,8,26,1800,1800,2400,1000,46
1915,10,20,1750,1294000,1827100,739000,25533
1915,11,70,1000,100,200,100,7
1915,12,23,1665,10000,16000,6000,232
1915,16,0,0,0,0,0,0
1915,18,0,3210,257000,204600,80000,2153
1915,19,32,2095,1811000,2138000,865000,58326
1915,0,30,2090,2300,2600,1100,68
1915,1,0,0,0,0,0,0
1915,5,0,25000,5000,400,200,22
1915,8,25,2000,2100,2600,1050,52
1915,10,32,2360,67700,71000,28700,2151
1915,11,46,2100,1050,1300,500,48
1915,12,0,0,0,0,0,0
1915,18,1,5470,394000,179100,72000,6335
1915,19,35,2200,14300,16000,6500,494
1915,0,24,1695,1176150,1718400,694550,27986
1915,1,112,1125,19650,43300,17500,2207
1915,2,35,1230,171300,343800,139150,5913
1915,4,28,3555,364900,253300,102600,10243
1915,5,0,22810,3069000,332500,134550,16613
1915,6,59,830,155250,463400,187250,9210
1915,8,28,1890,357400,467000,189050,10062
1915,10,24,1535,7171100,11555700,4675750,171009
1915,11,61,1190,94550,196100,79350,5724
1915,12,30,1285,63200,121700,49200,1922
1915,16,0,17500,127900,18000,7300,776
1915,18,1,3100,9864000,7875500,3186000,155840
1915,19,33,1750,10711050,15109400,6114150,356817
1915,0,23,1585,363000,567100,229000,8420
1915,5,0,5810,18000,7600,3100,124
1915,6,64,500,3000,14500,6000,193
1915,8,28,1335,400,700,300,11
1915,10,23,1470,783000,1317400,533000,17913
1915,11,0,0,0,0,0,0
1915,12,33,1000,5000,11500,5000,167
1915,18,1,2150,86000,92100,40000,910
1915,19,33,1665,1887000,2800400,1133000,62663
1915,0,36,1415,6150,10700,4350,219
1915,8,30,1865,9700,13000,5200,289
1915,10,33,1190,244900,509000,205950,8190
1915,18,1,3610,1905000,1305000,528000,28119
1915,19,42,1275,31750,61700,24950,1340
1915,0,39,1235,1050,2100,850,41
1915,1,153,1500,150,300,100,23
1915,2,34,1220,28650,58000,23450,960
1915,5,0,20000,1000,100,50,2
1915,8,36,1570,550,900,350,20
1915,10,36,1055,85750,201000,81350,3058
1915,11,85,1335,200,400,150,17
1915,12,0,0,0,0,0,0
1915,18,1,3120,718000,569000,230000,11074
1915,19,46,1285,7250,14000,5650,335
1915,0,37,1400,2800,4900,2000,103
1915,1,143,1335,400,800,300,57
1915,2,33,1170,4850,10200,4150,160
1915,5,0,10000,2000,500,200,16
1915,8,35,1725,2850,4100,1650,99
1915,10,38,1190,53800,112000,45300,2058
1915,11,70,1000,100,200,100,7
1915,12,50,1000,100,300,100,5
1915,18,1,3990,869000,538000,218000,12770
1915,19,45,1240,6700,13300,5400,299
1915,0,26,1840,334600,449000,181700,8607
1915,1,110,1070,16300,37500,15200,1800
1915,2,32,1175,80250,169000,68400,2580
1915,4,27,3665,352000,237000,96000,9674
1915,5,0,23860,2768000,287000,116000,14523
1915,6,69,775,1550,5000,2000,107
1915,8,26,2015,281000,345000,139600,7435
1915,10,25,1510,1894000,3095000,1252500,47896
1915,11,57,1195,81850,169000,68400,4631
1915,12,31,1245,39400,78000,31600,1225
1915,16,0,17500,127900,18000,7300,776
1915,18,1,3020,3838000,3142000,1272000,59382
1915,19,34,1865,823600,1093000,442000,28216
1915,21,35,1500,73600,121000,49000,2598
1915,22,34,1910,750000,1310066,0,25618
1915,0,22,1660,784000,1171100,473000,17152
1915,5,0,5710,24000,10200,4200,168
1915,6,59,830,153500,457800,185000,9088
1915,8,29,1480,3400,5400,2300,98
1915,10,21,1645,4314000,6480700,2622000,89571
1915,11,70,1000,300,700,300,21
1915,12,27,1430,20000,34700,14000,530
1915,16,0,0,0,0,0,0
1915,18,0,2920,379000,324500,130000,3402
1915,19,33,1745,9803000,13867700,5612000,324876
1915,0,33,1535,2300,3700,1500,76
1915,2,34,1570,1650,2600,1050,56
1915,5,0,3000,3000,300,100,10
1915,8,27,1970,6300,8000,3200,170
1915,10,29,1330,105350,196000,79300,3075
1915,11,40,1000,50,100,50,2
1915,18,1,3980,318000,198000,80000,4275
1915,19,40,1280,17800,34400,13900,706
1915,0,39,1425,49100,85000,34400,1939
1915,1,117,1475,2800,4700,1900,327
1915,2,39,1330,55900,104000,42100,2157
1915,4,44,1955,12900,16300,6600,569
1915,5,0,19280,266000,34000,13800,1872
1915,6,75,800,200,600,250,15
1915,8,36,1495,61200,101000,40900,2188
1915,10,36,1150,650500,1400000,566600,23200
1915,11,91,1115,11000,24400,9850,998
1915,12,44,1055,3700,8700,3500,162
1915,18,1,2830,3348000,2924900,1184000,58602
1915,19,49,1340,38400,71000,28700,1891
1915,0,21,1710,207000,300000,121000,4391
1915,5,0,500,4000,1900,800,29
1915,6,59,835,133500,395300,160000,7928
1915,8,35,1200,1200,2400,1000,42
1915,10,21,1655,2237000,3336200,1350000,46126
1915,11,70,1000,200,500,200,14
1915,12,26,1665,5000,7200,3000,130
1915,18,0,3600,36000,27700,10000,339
1915,19,33,1690,6105000,8929300,3614000,203888
1916,0,33,1565,213000,336600,136000,6940
1916,5,0,6670,2000,700,300,15
1916,6,42,875,33300,95100,38000,1389
1916,8,17,1475,2800,4600,1900,48
1916,10,30,1835,1576000,2124100,860000,47012
1916,11,83,1750,350,600,200,29
1916,12,38,1570,11000,18000,7000,418
1916,16,0,0,0,0,0,0
1916,18,0,4410,353000,194100,80000,3463
1916,19,49,1680,1771000,2605000,1054000,86600
1916,0,38,2455,2700,2700,1100,103
1916,1,0,0,0,0,0,0
1916,5,0,20000,4000,400,200,32
1916,8,62,2525,2650,2600,1050,163
1916,10,41,2305,56000,60000,24300,2323
1916,11,61,2400,1200,1300,500,73
1916,12,0,0,0,0,0,0
1916,18,1,6000,456000,187600,76000,8829
1916,19,56,2075,13500,16000,6500,760
1916,0,38,1275,931600,1803000,729650,35024
1916,1,199,855,11200,32500,13100,2228
1916,2,49,940,130150,341500,138200,6375
1916,4,42,2265,159200,173000,70300,6747
1916,5,0,14630,1730000,293100,118250,9396
1916,6,81,790,209800,657800,265000,16890
1916,8,43,1295,216000,412700,166950,9301
1916,10,33,1420,6326100,10996500,4449850,210958
1916,11,81,985,60400,151800,61350,4919
1916,12,44,1225,72800,148400,59400,3196
1916,16,0,10600,64400,15000,6100,440
1916,18,1,4200,13440000,7920600,3203000,171612
1916,19,48,1150,7150950,15369700,6219900,344096
1916,0,37,1075,299000,687500,278000,10983
1916,5,0,6000,24000,9800,4000,126
1916,6,84,885,5300,15700,6000,447
1916,8,22,1500,900,1400,600,20
1916,10,32,1280,747000,1443600,584000,23735
1916,11,0,0,0,0,0,0
1916,12,42,1165,14000,30000,12000,590
1916,18,0,4670,140000,82100,30000,1252
1916,19,45,730,807000,2725700,1103000,36501
1916,0,45,1445,6000,10200,4150,267
1916,8,39,1950,10150,13000,5200,399
1916,10,43,1300,269600,513000,207650,11491
1916,18,1,3690,1981000,1326000,537000,25659
1916,19,59,1180,29450,61900,25000,1739
1916,0,45,1335,1000,1900,750,45
1916,1,230,1000,100,200,100,23
1916,2,39,1225,26250,53000,21450,1013
1916,5,0,20000,1000,100,50,4
1916,8,38,1715,600,900,350,23
1916,10,44,1160,93150,198000,80150,4107
1916,11,80,1335,200,400,150,16
1916,12,0,0,0,0,0,0
1916,18,1,3320,771000,574000,232000,9563
1916,19,63,1170,6600,14000,5650,416
1916,0,45,1420,2700,4700,1900,122
1916,1,195,1335,400,800,300,78
1916,2,39,1320,5350,10000,4050,206
1916,5,0,20000,4000,500,200,11
1916,8,45,1725,2850,4100,1650,128
1916,10,46,1325,62150,116000,46950,2862
1916,11,90,1000,100,200,100,9
1916,12,70,1000,100,300,100,7
1916,18,1,4030,903000,553000,224000,12189
1916,19,63,1315,7100,13400,5400,444
1916,0,45,1235,163200,326000,131900,7422
1916,1,197,790,8600,27000,10900,1693
1916,2,50,780,55250,175000,70800,2766
1916,4,41,2325,151000,160000,65000,6258
1916,5,0,14620,1462000,248000,100000,7738
1916,6,111,585,1050,4500,1800,117
1916,8,44,1310,151800,286000,115700,6618
1916,10,41,970,783000,1991000,805700,32493
1916,11,76,960,48900,126000,51000,3700
1916,12,46,1100,30700,69000,27900,1413
1916,16,0,10600,64400,15000,6100,440
1916,18,1,4520,5703000,3115000,1261000,74442
1916,19,57,1390,487900,865000,350500,27793
1916,21,57,1095,39900,90200,36500,2272
1916,22,57,1425,448000,1310066,0,25521
1916,0,35,1295,728000,1391300,563000,25558
1916,5,0,5960,31000,12800,5200,177
1916,6,80,795,208600,652800,263000,16760
1916,8,21,1685,13800,20100,8200,296
1916,10,30,1625,4841000,7359500,2978000,145854
1916,11,83,2190,1750,2200,800,146
1916,12,41,1395,39000,70800,28000,1611
1916,16,0,0,0,0,0,0
1916,18,0,4630,555000,304400,120000,5151
1916,19,47,1135,6594000,14362800,5812000,312018
1916,0,43,1535,2300,3600,1500,100
1916,2,45,1500,1500,2500,1000,68
1916,5,0,3000,3000,200,100,8
1916,8,37,2095,6700,8000,3200,248
1916,10,40,1420,114300,199000,80550,4522
1916,11,60,1000,50,100,50,3
1916,18,1,3790,307000,199000,81000,3907
1916,19,56,1130,15750,34500,13950,879
1916,0,53,1075,31700,72800,29500,1674
1916,1,207,1165,2100,4400,1800,434
1916,2,56,1020,41800,101000,40900,2322
1916,4,60,1545,8200,13000,5300,489
1916,5,0,18000,225000,31000,12500,1426
1916,6,87,750,150,500,200,13
1916,8,49,1020,37600,91000,36800,1825
1916,10,50,865,376500,1073000,434200,18796
1916,11,119,935,8200,21600,8750,972
1916,12,55,880,3000,8300,3400,165
1916,18,1,3920,4745000,2987600,1209000,57531
1916,19,68,1010,26100,64000,25900,1786
1916,0,35,1450,216000,367200,149000,7635
1916,5,0,556,5000,2300,900,35
1916,6,88,775,170000,542000,219000,14923
1916,8,23,1770,10100,14200,5700,228
1916,10,30,1640,2518000,3791800,1534000,75108
1916,11,84,2335,1400,1600,600,117
1916,12,43,1555,14000,22800,9000,603
1916,18,0,6200,62000,28200,10000,435
1916,19,47,1100,4016000,9032100,3655000,188918
1917,0,45,1185,226000,472100,191000,10178
1917,5,0,2500,4000,4000,1600,28
1917,6,109,435,24900,139800,57000,2720
1917,8,59,1300,12600,24000,9700,742
1917,10,41,1295,1331000,2537900,1027000,54362
1917,11,76,1065,850,1900,800,65
1917,12,59,1230,16000,30900,13000,950
1917,16,0,0,0,0,0,0
1917,18,1,3430,721000,524900,210000,8667
1917,19,64,1230,1442000,2897300,1172000,91941
1917,0,59,1590,3500,5500,2200,206
1917,1,0,0,0,0,0,0
1917,5,1,16670,15000,2200,900,236
1917,8,35,2000,1500,1800,750,52
1917,10,58,2045,49900,60200,24400,2912
1917,11,92,1700,850,1300,500,78
1917,12,0,0,0,0,0,0
1917,18,1,4230,237000,137900,56000,4720
1917,19,73,1955,16800,21300,8600,1229
1917,0,50,1240,1198550,2392200,968400,59654
1917,1,274,925,34650,92500,37450,9493
1917,2,67,970,155650,396000,160250,10443
1917,4,73,2070,196800,234300,95100,14307
1917,5,0,16500,2444000,366500,148150,13835
1917,6,104,405,150800,919500,372900,15737
1917,8,57,1640,329800,497200,201250,18802
1917,10,45,1155,6215500,13313400,5387950,277065
1917,11,130,1020,82250,198900,80600,10724
1917,12,64,1125,97400,211900,86700,6267
1917,16,0,18700,106700,14000,5700,794
1917,18,1,3760,12653000,8334800,3369000,144417
1917,19,71,1065,6360900,14755800,5971150,453039
1917,0,49,1210,347000,708000,287000,17045
1917,5,0,11000,44000,9800,4000,357
1917,6,113,530,3700,16300,7000,418
1917,8,60,1500,900,1400,600,54
1917,10,43,1155,700000,1500000,607000,30401
1917,11,0,0,0,0,0,0
1917,12,65,1065,16000,37000,15000,1034
1917,18,1,2530,76000,79400,30000,956
1917,19,75,1125,1117000,2448900,991000,84144
1917,0,59,1380,5650,10100,4100,335
1917,8,51,1645,8400,12600,5100,429
1917,10,57,1065,221400,514000,208050,12514
1917,18,1,3620,1913000,1307000,529000,23803
1917,19,80,960,26400,68200,27550,2120
1917,0,64,1135,850,1800,750,54
1917,1,340,1500,150,300,100,51
1917,2,52,1050,24200,57000,23050,1256
1917,5,0,20000,1000,100,50,5
1917,8,51,1165,350,800,300,18
1917,10,61,860,65950,190000,76900,4018
1917,11,113,1000,150,400,150,17
1917,12,0,0,0,0,0,0
1917,18,1,3590,825000,568000,230000,9354
1917,19,82,815,5250,16000,6450,432
1917,0,61,1335,2600,4800,1950,159
1917,1,282,1250,500,1000,400,141
1917,2,52,1135,5000,10900,4400,261
1917,5,0,20000,4000,500,200,26
1917,8,61,1220,1950,4000,1600,119
1917,10,60,1115,55500,123000,49800,3310
1917,11,220,500,50,200,100,11
1917,12,80,1000,100,300,100,8
1917,18,1,3700,811000,542000,219000,10580
1917,19,86,1060,6950,16200,6550,597
1917,0,53,1670,243700,361000,146100,12982
1917,1,250,790,11500,36000,14600,2872
1917,2,63,1010,66150,162000,65600,4161
1917,4,68,2325,151000,160000,65000,10251
1917,5,0,16940,1813000,265000,107000,9990
1917,6,148,815,1300,4000,1600,192
1917,8,55,1905,227300,295000,119400,12473
1917,10,47,1390,1512500,2687000,1087400,70614
1917,11,118,1125,57400,126000,51000,6775
1917,12,65,1115,30700,68000,27500,1980
1917,16,0,18700,106700,14000,5700,794
1917,18,1,3850,4754000,3050000,1234000,53731
1917,19,77,1425,444000,769500,311700,34083
1917,21,76,1315,60000,113000,45700,4583
1917,22,77,1445,384000,1310066,0,29500
1917,0,47,1175,879000,1850000,749000,41292
1917,5,0,6330,76000,29400,12000,635
1917,6,104,400,148300,909800,369000,15386
1917,8,60,1495,39300,64900,26300,2377
1917,10,41,1135,3931000,8559500,3464000,161156
1917,11,119,1080,2050,4500,1900,244
1917,12,63,1140,57000,121100,50000,3611
1917,16,0,0,0,0,0,0
1917,18,1,3270,1146000,874100,350000,13568
1917,19,70,1045,5768000,13619400,5511000,406052
1917,0,55,1570,2200,3500,1400,122
1917,2,62,1550,1550,2500,1000,96
1917,5,0,2000,2000,200,100,9
1917,8,48,1905,6100,7800,3200,292
1917,10,52,1230,99950,201000,81350,5186
1917,11,40,1000,50,100,50,2
1917,18,1,3460,277000,197000,80000,3869
1917,19,77,975,14200,36000,14550,1091
1917,0,73,995,66700,165600,67000,4840
1917,1,286,1005,22500,55200,22350,6429
1917,2,79,885,58750,163600,66200,4669
1917,4,89,1520,45800,74300,30100,4056
1917,5,0,19100,533000,69000,27900,2934
1917,6,132,520,1200,5700,2300,158
1917,8,65,1070,53300,122800,49700,3471
1917,10,60,830,500700,1492700,604100,29869
1917,11,166,805,21700,66500,26900,3597
1917,12,70,1055,9600,22400,9100,669
1917,18,1,3840,4603000,2965800,1200000,48595
1917,19,90,940,105700,277400,112300,9554
1917,0,46,1130,306000,669900,271000,14068
1917,5,0,438,28000,15700,6400,250
1917,6,102,390,119700,753700,305000,12248
1917,8,61,1615,25800,39500,16000,1580
1917,10,40,1040,1900000,4521600,1830000,76392
1917,11,150,1090,1200,2600,1100,180
1917,12,65,1135,25000,53200,22000,1627
1917,18,1,3170,349000,269800,110000,3945
1917,19,72,960,3209000,8273200,3348000,229967
1918,0,45,890,169000,470100,190000,7523
1918,1,225,1335,400,800,300,90
1918,5,1,13330,4000,700,300,40
1918,6,123,315,12200,95900,39000,1498
1918,8,56,1090,12300,28000,11300,692
1918,10,47,865,930000,2651500,1073000,44036
